dateTime,open,low,high,close
23.02.2001,0.9031,0.9025,0.9204,0.9169
26.02.2001,0.9173,0.9078,0.9183,0.9103
27.02.2001,0.9103,0.9082,0.9203,0.9182
28.02.2001,0.9182,0.916,0.9253,0.9233
01.03.2001,0.9233,0.9225,0.9318,0.9305
02.03.2001,0.9305,0.9288,0.9377,0.9348
05.03.2001,0.9361,0.9264,0.9364,0.9264
06.03.2001,0.9263,0.925,0.9345,0.9338
07.03.2001,0.9337,0.9262,0.9368,0.9292
08.03.2001,0.9293,0.9271,0.9337,0.932
09.03.2001,0.932,0.9292,0.937,0.9322
12.03.2001,0.9316,0.9258,0.9339,0.9293
13.03.2001,0.9293,0.9128,0.9298,0.9146
14.03.2001,0.9147,0.9077,0.9207,0.9114
15.03.2001,0.9114,0.8953,0.9124,0.8977
16.03.2001,0.8977,0.8913,0.8999,0.8958
19.03.2001,0.8967,0.8933,0.9017,0.8993
20.03.2001,0.8992,0.8985,0.9115,0.9111
21.03.2001,0.9111,0.8932,0.912,0.8959
22.03.2001,0.8959,0.8832,0.8963,0.8882
23.03.2001,0.8882,0.8852,0.8964,0.8894
26.03.2001,0.8908,0.8885,0.8967,0.8961
27.03.2001,0.8961,0.8896,0.8989,0.8931
28.03.2001,0.8931,0.8844,0.8944,0.886
29.03.2001,0.886,0.8796,0.8882,0.8831
30.03.2001,0.8831,0.8748,0.8873,0.877
02.04.2001,0.8742,0.8735,0.8832,0.8793
03.04.2001,0.8793,0.8793,0.8983,0.8973
04.04.2001,0.8973,0.8933,0.9047,0.9012
05.04.2001,0.9011,0.8942,0.9086,0.8968
06.04.2001,0.8968,0.8924,0.9046,0.9031
09.04.2001,0.9033,0.896,0.9045,0.8963
10.04.2001,0.8963,0.8865,0.899,0.8887
11.04.2001,0.8887,0.8809,0.8913,0.888
12.04.2001,0.888,0.8835,0.894,0.8925
13.04.2001,0.8925,0.8925,0.8925,0.8925
16.04.2001,0.8886,0.8837,0.89,0.8887
17.04.2001,0.8887,0.8775,0.8907,0.8834
18.04.2001,0.8835,0.8698,0.8893,0.8837
19.04.2001,0.8837,0.8805,0.8985,0.8976
20.04.2001,0.8975,0.8952,0.9045,0.9026
23.04.2001,0.9012,0.8945,0.9077,0.8966
24.04.2001,0.8966,0.893,0.9016,0.8943
25.04.2001,0.8943,0.8906,0.8998,0.8977
26.04.2001,0.8977,0.8945,0.904,0.9031
27.04.2001,0.9031,0.8886,0.9051,0.8908
30.04.2001,0.8913,0.885,0.8922,0.8891
01.05.2001,0.8891,0.8856,0.8938,0.8933
02.05.2001,0.8933,0.8884,0.8948,0.8938
03.05.2001,0.8938,0.8879,0.8974,0.8895
04.05.2001,0.8895,0.8893,0.9004,0.8936
07.05.2001,0.8924,0.8897,0.8932,0.8902
08.05.2001,0.8902,0.8822,0.8912,0.8849
09.05.2001,0.8849,0.881,0.8866,0.886
10.05.2001,0.886,0.878,0.8918,0.8813
11.05.2001,0.8813,0.8737,0.882,0.8763
14.05.2001,0.8754,0.8725,0.8757,0.8737
15.05.2001,0.8738,0.8732,0.8795,0.8782
16.05.2001,0.8783,0.8747,0.8865,0.8829
17.05.2001,0.8829,0.8792,0.8877,0.8826
18.05.2001,0.8825,0.8754,0.8827,0.8798
21.05.2001,0.8797,0.8739,0.8815,0.8764
22.05.2001,0.8763,0.8625,0.8772,0.8651
23.05.2001,0.8651,0.8547,0.8659,0.8552
24.05.2001,0.8552,0.855,0.8552,0.8551
25.05.2001,0.857,0.8536,0.8625,0.8601
28.05.2001,0.86,0.8578,0.8605,0.86
29.05.2001,0.86,0.8529,0.861,0.8558
30.05.2001,0.8558,0.8534,0.8588,0.8551
31.05.2001,0.8551,0.8441,0.8563,0.8448
01.06.2001,0.8448,0.8433,0.8494,0.8478
04.06.2001,0.8465,0.844,0.8535,0.8459
05.06.2001,0.8458,0.8424,0.8544,0.8541
06.06.2001,0.8541,0.8444,0.8565,0.8465
07.06.2001,0.8466,0.8455,0.8517,0.8513
08.06.2001,0.8513,0.8457,0.8515,0.8503
11.06.2001,0.8498,0.841,0.8537,0.8441
12.06.2001,0.8441,0.8413,0.8536,0.8529
13.06.2001,0.8529,0.8509,0.8564,0.855
14.06.2001,0.855,0.8485,0.8632,0.8625
15.06.2001,0.8625,0.8598,0.8671,0.8616
18.06.2001,0.8628,0.8573,0.8639,0.8602
19.06.2001,0.8602,0.8525,0.8605,0.8536
20.06.2001,0.8536,0.8495,0.8555,0.8552
21.06.2001,0.8553,0.8514,0.8579,0.8544
22.06.2001,0.8544,0.8509,0.8573,0.8565
25.06.2001,0.8566,0.8563,0.8622,0.8589
26.06.2001,0.8588,0.8586,0.8649,0.8636
27.06.2001,0.8636,0.8585,0.8657,0.8593
28.06.2001,0.8593,0.843,0.8611,0.8437
29.06.2001,0.8437,0.8435,0.8493,0.8493
02.07.2001,0.8504,0.844,0.8504,0.8475
03.07.2001,0.8474,0.8453,0.8499,0.8475
04.07.2001,0.8475,0.8433,0.8499,0.8462
05.07.2001,0.8462,0.8352,0.8477,0.8362
06.07.2001,0.8362,0.835,0.8475,0.8469
09.07.2001,0.8467,0.8444,0.8512,0.8497
10.07.2001,0.8496,0.8489,0.8571,0.8553
11.07.2001,0.8553,0.853,0.8639,0.8581
12.07.2001,0.8581,0.8506,0.8581,0.8536
13.07.2001,0.8536,0.8508,0.8558,0.8544
16.07.2001,0.854,0.8521,0.8589,0.8523
17.07.2001,0.8525,0.849,0.8607,0.8593
18.07.2001,0.8593,0.8569,0.874,0.8736
19.07.2001,0.8736,0.8679,0.8777,0.8716
20.07.2001,0.8715,0.8701,0.8784,0.8715
23.07.2001,0.8704,0.8652,0.8713,0.869
24.07.2001,0.8692,0.8686,0.8769,0.8732
25.07.2001,0.8732,0.8715,0.8811,0.8801
26.07.2001,0.8801,0.8745,0.8821,0.8776
27.07.2001,0.8776,0.8723,0.8803,0.8767
30.07.2001,0.8762,0.8722,0.8771,0.8739
31.07.2001,0.874,0.8723,0.8777,0.876
01.08.2001,0.876,0.8758,0.8828,0.8808
02.08.2001,0.8808,0.8783,0.8838,0.8833
03.08.2001,0.8833,0.8774,0.8873,0.8837
06.08.2001,0.8829,0.8784,0.8831,0.8809
07.08.2001,0.8809,0.8751,0.8813,0.8774
08.08.2001,0.8774,0.874,0.8805,0.8803
09.08.2001,0.8803,0.88,0.8938,0.8918
10.08.2001,0.8918,0.8909,0.8957,0.8934
13.08.2001,0.8936,0.8921,0.9006,0.8969
14.08.2001,0.8969,0.8938,0.9034,0.9024
15.08.2001,0.9023,0.9019,0.9148,0.9136
16.08.2001,0.9136,0.909,0.9198,0.9114
17.08.2001,0.9114,0.9102,0.9179,0.9179
20.08.2001,0.9174,0.9108,0.9199,0.9137
21.08.2001,0.9137,0.908,0.9181,0.9175
22.08.2001,0.9175,0.9122,0.9238,0.913
23.08.2001,0.913,0.9097,0.9165,0.9146
24.08.2001,0.9146,0.9074,0.9165,0.913
27.08.2001,0.9132,0.9084,0.914,0.9116
28.08.2001,0.9116,0.9027,0.9132,0.9126
29.08.2001,0.9126,0.9081,0.9146,0.9081
30.08.2001,0.9081,0.9058,0.9182,0.9161
31.08.2001,0.9161,0.9066,0.9195,0.911
03.09.2001,0.9092,0.9056,0.9099,0.9075
04.09.2001,0.9074,0.8848,0.9075,0.888
05.09.2001,0.888,0.8845,0.8909,0.8863
06.09.2001,0.8863,0.8824,0.8967,0.8954
07.09.2001,0.8954,0.893,0.9067,0.906
10.09.2001,0.9065,0.8971,0.9075,0.8981
11.09.2001,0.8981,0.8953,0.9167,0.9114
12.09.2001,0.9114,0.9009,0.9148,0.9067
13.09.2001,0.9068,0.9048,0.9121,0.9117
14.09.2001,0.9117,0.9085,0.9245,0.9203
17.09.2001,0.9233,0.9171,0.9329,0.9243
18.09.2001,0.9243,0.9187,0.9281,0.9266
19.09.2001,0.9266,0.9227,0.9323,0.926
20.09.2001,0.926,0.9226,0.9292,0.9274
21.09.2001,0.9274,0.9092,0.9274,0.9133
24.09.2001,0.913,0.9103,0.9197,0.9163
25.09.2001,0.9163,0.9146,0.9246,0.9229
26.09.2001,0.9229,0.9194,0.9241,0.9228
27.09.2001,0.9228,0.9158,0.9232,0.9177
28.09.2001,0.9177,0.908,0.9182,0.9103
01.10.2001,0.9102,0.9061,0.9175,0.9168
02.10.2001,0.9166,0.9134,0.9194,0.918
03.10.2001,0.918,0.9124,0.923,0.9139
04.10.2001,0.9139,0.911,0.9183,0.9179
05.10.2001,0.9179,0.9154,0.9204,0.918
08.10.2001,0.9189,0.9165,0.9239,0.9202
09.10.2001,0.9202,0.9123,0.9223,0.9129
10.10.2001,0.913,0.9099,0.9155,0.9103
11.10.2001,0.9103,0.8988,0.9121,0.9025
12.10.2001,0.9025,0.9011,0.9115,0.9095
15.10.2001,0.9115,0.9062,0.9134,0.908
16.10.2001,0.908,0.9037,0.9109,0.9078
17.10.2001,0.9079,0.901,0.9088,0.9028
18.10.2001,0.9028,0.8999,0.9054,0.9032
19.10.2001,0.9032,0.8964,0.9032,0.8982
22.10.2001,0.8984,0.8894,0.8999,0.891
23.10.2001,0.891,0.8867,0.8925,0.8902
24.10.2001,0.8902,0.8897,0.8941,0.8937
25.10.2001,0.8938,0.8879,0.8976,0.8921
26.10.2001,0.892,0.8903,0.8948,0.8924
29.10.2001,0.8921,0.8921,0.9056,0.9051
30.10.2001,0.9051,0.9034,0.9098,0.9044
31.10.2001,0.9044,0.8986,0.9074,0.9
01.11.2001,0.9,0.8993,0.9116,0.902
02.11.2001,0.902,0.9006,0.9067,0.9028
05.11.2001,0.9015,0.8943,0.9017,0.8973
06.11.2001,0.8973,0.8941,0.8992,0.8941
07.11.2001,0.8941,0.8938,0.9048,0.8976
08.11.2001,0.8976,0.8905,0.8992,0.8922
09.11.2001,0.8922,0.8891,0.8944,0.8938
12.11.2001,0.8944,0.8912,0.9012,0.8935
13.11.2001,0.8935,0.8789,0.8937,0.8809
14.11.2001,0.8809,0.8771,0.8838,0.8826
15.11.2001,0.8826,0.8803,0.885,0.8815
16.11.2001,0.8815,0.8809,0.8861,0.884
19.11.2001,0.8839,0.8766,0.885,0.8779
20.11.2001,0.8779,0.8779,0.8842,0.883
21.11.2001,0.883,0.8754,0.8833,0.8777
22.11.2001,0.8777,0.8762,0.8792,0.8779
23.11.2001,0.8781,0.8736,0.8809,0.8777
26.11.2001,0.878,0.8779,0.8828,0.8803
27.11.2001,0.8802,0.877,0.8834,0.883
28.11.2001,0.8829,0.8817,0.8882,0.8875
29.11.2001,0.8875,0.8857,0.8914,0.8872
30.11.2001,0.8871,0.8848,0.8977,0.8959
03.12.2001,0.8954,0.889,0.8966,0.8911
04.12.2001,0.891,0.8885,0.892,0.8904
05.12.2001,0.8905,0.8846,0.8937,0.8878
06.12.2001,0.8879,0.8863,0.895,0.8941
07.12.2001,0.8942,0.8885,0.8944,0.8889
10.12.2001,0.8894,0.8842,0.8914,0.8906
11.12.2001,0.8905,0.8883,0.893,0.8921
12.12.2001,0.8922,0.8921,0.8985,0.8975
13.12.2001,0.8974,0.892,0.899,0.8924
14.12.2001,0.8925,0.8921,0.9049,0.9038
17.12.2001,0.903,0.9015,0.9076,0.9018
18.12.2001,0.9019,0.8995,0.9037,0.9028
19.12.2001,0.9027,0.8953,0.9028,0.9007
20.12.2001,0.9006,0.8962,0.9007,0.8989
21.12.2001,0.8988,0.8855,0.9011,0.8879
24.12.2001,0.8886,0.874,0.8905,0.8784
27.12.2001,0.88,0.8773,0.8867,0.8833
28.12.2001,0.8832,0.8789,0.8839,0.8837
02.01.2002,0.8891,0.888,0.9061,0.903
03.01.2002,0.903,0.8976,0.9055,0.899
04.01.2002,0.8989,0.8939,0.8998,0.8948
07.01.2002,0.8948,0.8881,0.8993,0.8932
08.01.2002,0.8931,0.8884,0.8932,0.8931
09.01.2002,0.893,0.8865,0.8947,0.8909
10.01.2002,0.891,0.8901,0.8934,0.8913
11.01.2002,0.8914,0.8897,0.8927,0.8921
14.01.2002,0.8941,0.8914,0.895,0.8939
15.01.2002,0.8938,0.8821,0.8941,0.8835
16.01.2002,0.8834,0.8802,0.8843,0.8833
17.01.2002,0.8832,0.8792,0.8847,0.8812
18.01.2002,0.8811,0.8795,0.8846,0.8836
21.01.2002,0.8838,0.8827,0.8862,0.8831
22.01.2002,0.8832,0.8812,0.887,0.8864
23.01.2002,0.8864,0.8768,0.8887,0.8772
24.01.2002,0.8771,0.8753,0.8788,0.8776
25.01.2002,0.8775,0.8632,0.8783,0.8654
28.01.2002,0.8645,0.8573,0.8661,0.8617
29.01.2002,0.8617,0.8593,0.8655,0.8648
30.01.2002,0.8648,0.8599,0.8669,0.862
31.01.2002,0.862,0.8577,0.8642,0.8591
01.02.2002,0.8591,0.8563,0.8638,0.8614
04.02.2002,0.8613,0.8605,0.8705,0.8695
05.02.2002,0.8694,0.865,0.8726,0.8672
06.02.2002,0.8671,0.8632,0.8704,0.8668
07.02.2002,0.8667,0.8644,0.8711,0.8698
08.02.2002,0.8699,0.8696,0.8749,0.8726
11.02.2002,0.8705,0.8702,0.8797,0.8763
12.02.2002,0.8764,0.8736,0.8795,0.8763
13.02.2002,0.8764,0.8706,0.8767,0.8712
14.02.2002,0.8711,0.8681,0.8744,0.8739
15.02.2002,0.8738,0.8694,0.8739,0.8729
18.02.2002,0.8729,0.87,0.8737,0.8706
19.02.2002,0.8705,0.8665,0.8778,0.876
20.02.2002,0.8761,0.8689,0.8779,0.8694
21.02.2002,0.8695,0.868,0.8716,0.8702
22.02.2002,0.8701,0.8679,0.8772,0.8752
25.02.2002,0.8749,0.8687,0.8755,0.8691
26.02.2002,0.869,0.8614,0.8716,0.8635
27.02.2002,0.8636,0.8626,0.8664,0.8658
28.02.2002,0.8658,0.8629,0.8694,0.869
01.03.2002,0.8691,0.8631,0.8691,0.8648
04.03.2002,0.8648,0.8632,0.8711,0.8694
05.03.2002,0.8695,0.865,0.8724,0.8714
06.03.2002,0.8715,0.8694,0.8772,0.8761
07.03.2002,0.876,0.8741,0.8836,0.881
08.03.2002,0.8811,0.872,0.8814,0.8739
11.03.2002,0.8733,0.873,0.877,0.8749
12.03.2002,0.8749,0.8704,0.876,0.8754
13.03.2002,0.8753,0.8725,0.878,0.8754
14.03.2002,0.8753,0.8752,0.8841,0.8823
15.03.2002,0.8823,0.8808,0.8868,0.8823
18.03.2002,0.8809,0.878,0.8828,0.8821
19.03.2002,0.8821,0.8796,0.884,0.8816
20.03.2002,0.8815,0.8786,0.8857,0.8855
21.03.2002,0.8854,0.8806,0.8857,0.8823
22.03.2002,0.8823,0.8749,0.8824,0.8768
25.03.2002,0.877,0.8753,0.8777,0.8766
26.03.2002,0.8767,0.8732,0.8792,0.8764
27.03.2002,0.8765,0.8718,0.8767,0.8721
28.03.2002,0.8722,0.87,0.8739,0.8709
29.03.2002,0.8709,0.8706,0.8726,0.8716
01.04.2002,0.8711,0.871,0.8818,0.8804
02.04.2002,0.8805,0.8772,0.8813,0.8792
03.04.2002,0.8791,0.8774,0.8827,0.8807
04.04.2002,0.8806,0.8765,0.8853,0.8781
05.04.2002,0.8782,0.8772,0.8811,0.8792
08.04.2002,0.8787,0.8736,0.879,0.8745
09.04.2002,0.8745,0.8735,0.8811,0.8807
10.04.2002,0.8808,0.8788,0.8821,0.8803
11.04.2002,0.8802,0.8788,0.8842,0.8818
12.04.2002,0.8818,0.8774,0.8823,0.8795
15.04.2002,0.8793,0.8788,0.8819,0.8792
16.04.2002,0.8793,0.879,0.8834,0.8821
17.04.2002,0.882,0.8815,0.8905,0.8899
18.04.2002,0.89,0.8856,0.8917,0.8906
19.04.2002,0.8905,0.8877,0.892,0.8914
22.04.2002,0.8893,0.8867,0.8905,0.8892
23.04.2002,0.8892,0.8861,0.8898,0.8885
24.04.2002,0.8884,0.8872,0.8927,0.8923
25.04.2002,0.8922,0.8914,0.8989,0.8974
26.04.2002,0.8975,0.8959,0.9014,0.9014
29.04.2002,0.9011,0.9006,0.9041,0.9028
30.04.2002,0.9029,0.899,0.9038,0.9003
01.05.2002,0.9004,0.8994,0.9081,0.9061
02.05.2002,0.9061,0.9011,0.9074,0.9028
03.05.2002,0.9029,0.9024,0.917,0.9168
06.05.2002,0.9161,0.9134,0.9182,0.9177
07.05.2002,0.9177,0.9114,0.9186,0.914
08.05.2002,0.9141,0.9035,0.9142,0.9048
09.05.2002,0.9047,0.9038,0.9109,0.9092
10.05.2002,0.9092,0.9084,0.9145,0.9136
13.05.2002,0.9129,0.9095,0.9163,0.9116
14.05.2002,0.9117,0.901,0.9117,0.9024
15.05.2002,0.9025,0.8994,0.9123,0.912
16.05.2002,0.912,0.9085,0.9137,0.9116
17.05.2002,0.9116,0.9112,0.9216,0.9208
20.05.2002,0.9202,0.9179,0.9226,0.9205
21.05.2002,0.9204,0.9161,0.9217,0.9192
22.05.2002,0.9191,0.9182,0.9273,0.9255
23.05.2002,0.9254,0.918,0.9265,0.9211
24.05.2002,0.9211,0.9164,0.9227,0.9208
27.05.2002,0.9203,0.9182,0.9219,0.9206
28.05.2002,0.9205,0.9197,0.9302,0.9282
29.05.2002,0.9282,0.927,0.9365,0.9352
30.05.2002,0.9353,0.9349,0.9409,0.9364
31.05.2002,0.9365,0.9283,0.9398,0.9322
03.06.2002,0.9325,0.9303,0.9419,0.9406
04.06.2002,0.9405,0.939,0.9449,0.9392
05.06.2002,0.9391,0.9352,0.9414,0.939
06.06.2002,0.939,0.9337,0.9476,0.9469
07.06.2002,0.9468,0.9428,0.9484,0.9441
10.06.2002,0.9431,0.9389,0.9476,0.9438
11.06.2002,0.9437,0.9404,0.9488,0.9479
12.06.2002,0.9478,0.9428,0.9502,0.9432
13.06.2002,0.9433,0.9394,0.947,0.9428
14.06.2002,0.9428,0.9414,0.9519,0.9455
17.06.2002,0.9447,0.9411,0.9466,0.9443
18.06.2002,0.9444,0.9433,0.9523,0.9522
19.06.2002,0.9521,0.9515,0.9576,0.9572
20.06.2002,0.9571,0.9555,0.9663,0.9641
21.06.2002,0.964,0.963,0.9714,0.971
24.06.2002,0.9697,0.9682,0.9812,0.9704
25.06.2002,0.9703,0.9661,0.9796,0.979
26.06.2002,0.9789,0.9789,0.9942,0.9821
27.06.2002,0.9822,0.9808,0.9896,0.9882
28.06.2002,0.9881,0.9837,0.9987,0.9909
01.07.2002,0.9911,0.9862,0.9969,0.991
02.07.2002,0.9909,0.9799,0.9916,0.9861
03.07.2002,0.9861,0.9768,0.9861,0.98
04.07.2002,0.98,0.9746,0.9815,0.9783
05.07.2002,0.9783,0.9714,0.9783,0.973
08.07.2002,0.9742,0.974,0.9911,0.9907
09.07.2002,0.9905,0.9872,0.9949,0.9926
10.07.2002,0.9926,0.9857,0.9965,0.9889
11.07.2002,0.9888,0.9834,0.9936,0.9878
12.07.2002,0.9878,0.985,0.992,0.991
15.07.2002,0.9912,0.9912,1.0085,1.0033
16.07.2002,1.0034,1.0033,1.0144,1.0124
17.07.2002,1.0123,1.0032,1.0156,1.0066
18.07.2002,1.0067,1.0041,1.0116,1.0116
19.07.2002,1.0117,1.0101,1.0199,1.0143
22.07.2002,1.0112,1.0055,1.0131,1.0076
23.07.2002,1.0075,0.9844,1.0075,0.9891
24.07.2002,0.989,0.9873,0.9978,0.995
25.07.2002,0.9949,0.9937,1.0058,1.0034
26.07.2002,1.0033,0.9859,1.0064,0.9873
29.07.2002,0.9873,0.977,0.9886,0.981
30.07.2002,0.9809,0.9778,0.9888,0.983
31.07.2002,0.9831,0.9758,0.9851,0.9771
01.08.2002,0.977,0.9725,0.9853,0.9841
02.08.2002,0.9842,0.9833,0.9914,0.9864
05.08.2002,0.9864,0.9798,0.9872,0.9804
06.08.2002,0.9803,0.9622,0.9805,0.966
07.08.2002,0.9659,0.964,0.976,0.9744
08.08.2002,0.9743,0.964,0.9769,0.9665
09.08.2002,0.9664,0.9653,0.9736,0.9699
12.08.2002,0.9699,0.9689,0.9797,0.9784
13.08.2002,0.9783,0.9752,0.9844,0.9843
14.08.2002,0.9843,0.9761,0.9889,0.9768
15.08.2002,0.9769,0.9746,0.9845,0.9821
16.08.2002,0.982,0.9782,0.9862,0.9842
19.08.2002,0.9842,0.9749,0.9868,0.9768
20.08.2002,0.9768,0.9729,0.9805,0.978
21.08.2002,0.9779,0.9752,0.9844,0.9801
22.08.2002,0.9801,0.9674,0.9804,0.969
23.08.2002,0.9689,0.9662,0.9729,0.9727
26.08.2002,0.9729,0.9683,0.9736,0.9714
27.08.2002,0.9713,0.9703,0.9836,0.9826
28.08.2002,0.9827,0.9779,0.9833,0.9784
29.08.2002,0.9785,0.9776,0.9883,0.9833
30.08.2002,0.9832,0.9795,0.9861,0.9826
02.09.2002,0.9819,0.9796,0.9851,0.9843
03.09.2002,0.9843,0.983,0.9971,0.9964
04.09.2002,0.9963,0.9904,0.9969,0.992
05.09.2002,0.9919,0.9887,0.9986,0.9916
06.09.2002,0.9915,0.9804,0.995,0.9816
09.09.2002,0.9813,0.978,0.9826,0.9794
10.09.2002,0.9795,0.9722,0.9834,0.9748
11.09.2002,0.9748,0.9701,0.9766,0.9758
12.09.2002,0.9758,0.9739,0.982,0.9816
13.09.2002,0.9816,0.9702,0.9836,0.9719
16.09.2002,0.9704,0.9663,0.9725,0.9687
17.09.2002,0.9686,0.9606,0.9747,0.9734
18.09.2002,0.9735,0.9685,0.9792,0.9773
19.09.2002,0.9773,0.9762,0.9873,0.987
20.09.2002,0.987,0.9781,0.9873,0.9813
23.09.2002,0.9805,0.975,0.9855,0.9778
24.09.2002,0.9777,0.9757,0.9833,0.9823
25.09.2002,0.9822,0.9755,0.9849,0.9762
26.09.2002,0.9762,0.9728,0.9805,0.977
27.09.2002,0.9768,0.9746,0.9806,0.9804
30.09.2002,0.9808,0.9805,0.9896,0.9865
01.10.2002,0.9865,0.9819,0.9891,0.9821
02.10.2002,0.982,0.9807,0.9868,0.9859
03.10.2002,0.986,0.9855,0.9908,0.9871
04.10.2002,0.9872,0.978,0.9879,0.9794
07.10.2002,0.9786,0.9777,0.9834,0.982
08.10.2002,0.9821,0.9763,0.984,0.9789
09.10.2002,0.9787,0.9777,0.991,0.9901
10.10.2002,0.9901,0.9846,0.9924,0.9861
11.10.2002,0.9859,0.9833,0.9876,0.9866
14.10.2002,0.9873,0.9853,0.9888,0.9872
15.10.2002,0.9871,0.979,0.9883,0.9814
16.10.2002,0.9815,0.98,0.9833,0.9804
17.10.2002,0.9805,0.9696,0.9806,0.9708
18.10.2002,0.9708,0.9697,0.974,0.9717
21.10.2002,0.9719,0.9686,0.976,0.9732
22.10.2002,0.9731,0.9719,0.9799,0.9772
23.10.2002,0.9772,0.9746,0.9794,0.9751
24.10.2002,0.9751,0.9723,0.9781,0.9771
25.10.2002,0.9771,0.9756,0.9791,0.9764
28.10.2002,0.9761,0.9726,0.9844,0.984
29.10.2002,0.9842,0.9806,0.9863,0.9825
30.10.2002,0.9825,0.9814,0.9849,0.9844
31.10.2002,0.9843,0.9835,0.9906,0.9902
01.11.2002,0.9902,0.9887,1,0.9964
04.11.2002,0.9962,0.9931,0.9983,0.9983
05.11.2002,0.9983,0.997,1.0039,0.9988
06.11.2002,0.9987,0.9939,1.0045,1.0045
07.11.2002,1.0044,0.9989,1.0095,1.0086
08.11.2002,1.0085,1.0072,1.0144,1.0126
11.11.2002,1.0126,1.0092,1.0168,1.0098
12.11.2002,1.0099,1.0067,1.0132,1.0122
13.11.2002,1.0123,1.0044,1.0124,1.0082
14.11.2002,1.0081,1.0029,1.0098,1.0038
15.11.2002,1.0037,1.0011,1.0093,1.009
18.11.2002,1.0099,1.006,1.0117,1.0091
19.11.2002,1.0092,1.0007,1.0139,1.0032
20.11.2002,1.0031,0.9989,1.0042,1.0009
21.11.2002,1.001,0.9978,1.0039,1.0022
22.11.2002,1.0022,0.9959,1.0031,0.997
25.11.2002,0.9966,0.9891,0.9966,0.9915
26.11.2002,0.9915,0.9894,0.9935,0.9935
27.11.2002,0.9935,0.9876,0.9938,0.9903
28.11.2002,0.9903,0.9891,0.9957,0.9933
29.11.2002,0.9933,0.9918,0.9952,0.994
02.12.2002,0.9942,0.9859,0.998,0.9965
03.12.2002,0.9966,0.9949,0.9999,0.9964
04.12.2002,0.9964,0.9962,1.0028,1.0011
05.12.2002,1.0011,0.997,1.0023,1.0001
06.12.2002,1,0.9999,1.0122,1.0095
09.12.2002,1.0098,1.0067,1.0115,1.0107
